,M1_log1p,M4_identity,M5_log1p,M6_log1p
M1_log1p,0.3092144254763304,-0.005128141712711516,3.1803156620461226,1.815769736032685
M4_identity,-0.005128141712711516,1.2248323903694203,0.2654423394174084,-0.012140274104774286
M5_log1p,3.1803156620461226,0.2654423394174084,323.12152899574414,146.77112834702424
M6_log1p,1.815769736032685,-0.012140274104774286,146.77112834702424,85.1918462798655
