dataset_id,window_seconds,half_life_seconds,lambda_value,score_available_after_seconds,warning_quantile,upper_quantile,warning_limit,upper_limit,warning_false_positive_rate,upper_false_positive_rate,persistent_upper_false_positive_rate,horizon_states,required_count,persistent_episode_count
N3,10,3,0.206299,29,0.975,0.995,12.949443212622997,26.012227122754204,0.025243832472748137,0.0051635111876075735,0.0,20,15,0
N3,10,3,0.206299,29,0.975,0.995,12.949443212622997,26.012227122754204,0.025243832472748137,0.0051635111876075735,0.0,20,18,0
N3,10,5,0.129449,43,0.9,0.99,7.859462448888496,19.083319034991312,0.10005783689994216,0.010410641989589358,0.008097165991902834,20,11,1
N3,10,5,0.129449,43,0.9,0.99,7.859462448888496,19.083319034991312,0.10005783689994216,0.010410641989589358,0.003470213996529786,20,15,1
N3,10,5,0.129449,43,0.9,0.99,7.859462448888496,19.083319034991312,0.10005783689994216,0.010410641989589358,0.0,20,18,0
N3,10,5,0.129449,43,0.9,0.995,7.859462448888496,26.908197779565405,0.10005783689994216,0.005205320994794679,0.0,20,11,0
N3,10,5,0.129449,43,0.9,0.995,7.859462448888496,26.908197779565405,0.10005783689994216,0.005205320994794679,0.0,20,15,0
N3,10,5,0.129449,43,0.9,0.995,7.859462448888496,26.908197779565405,0.10005783689994216,0.005205320994794679,0.0,20,18,0
N3,10,5,0.129449,43,0.95,0.99,10.072876351298104,19.083319034991312,0.0503181029496819,0.010410641989589358,0.008097165991902834,20,11,1
N3,10,5,0.129449,43,0.95,0.99,10.072876351298104,19.083319034991312,0.0503181029496819,0.010410641989589358,0.003470213996529786,20,15,1
N3,10,5,0.129449,43,0.95,0.99,10.072876351298104,19.083319034991312,0.0503181029496819,0.010410641989589358,0.0,20,18,0
N3,10,5,0.129449,43,0.95,0.995,10.072876351298104,26.908197779565405,0.0503181029496819,0.005205320994794679,0.0,20,11,0
N3,10,5,0.129449,43,0.95,0.995,10.072876351298104,26.908197779565405,0.0503181029496819,0.005205320994794679,0.0,20,15,0
N3,10,5,0.129449,43,0.95,0.995,10.072876351298104,26.908197779565405,0.0503181029496819,0.005205320994794679,0.0,20,18,0
N3,10,5,0.129449,43,0.975,0.99,12.874918545187239,19.083319034991312,0.025448235974551765,0.010410641989589358,0.008097165991902834,20,11,1
N3,10,5,0.129449,43,0.975,0.99,12.874918545187239,19.083319034991312,0.025448235974551765,0.010410641989589358,0.003470213996529786,20,15,1
N3,10,5,0.129449,43,0.975,0.99,12.874918545187239,19.083319034991312,0.025448235974551765,0.010410641989589358,0.0,20,18,0
N3,10,5,0.129449,43,0.975,0.995,12.874918545187239,26.908197779565405,0.025448235974551765,0.005205320994794679,0.0,20,11,0
N3,10,5,0.129449,43,0.975,0.995,12.874918545187239,26.908197779565405,0.025448235974551765,0.005205320994794679,0.0,20,15,0
N3,10,5,0.129449,43,0.975,0.995,12.874918545187239,26.908197779565405,0.025448235974551765,0.005205320994794679,0.0,20,18,0
N3,10,10,0.066967,76,0.9,0.99,8.057637492036916,20.39769067339762,0.10023584905660378,0.010023584905660377,0.0076650943396226415,20,11,1
N3,10,10,0.066967,76,0.9,0.99,8.057637492036916,20.39769067339762,0.10023584905660378,0.010023584905660377,0.0,20,15,0
N3,10,10,0.066967,76,0.9,0.99,8.057637492036916,20.39769067339762,0.10023584905660378,0.010023584905660377,0.0,20,18,0
N3,10,10,0.066967,76,0.9,0.995,8.057637492036916,24.266458113190218,0.10023584905660378,0.005306603773584905,0.0,20,11,0
N3,10,10,0.066967,76,0.9,0.995,8.057637492036916,24.266458113190218,0.10023584905660378,0.005306603773584905,0.0,20,15,0
N3,10,10,0.066967,76,0.9,0.995,8.057637492036916,24.266458113190218,0.10023584905660378,0.005306603773584905,0.0,20,18,0
N3,10,10,0.066967,76,0.95,0.99,10.728904847248906,20.39769067339762,0.05011792452830189,0.010023584905660377,0.0076650943396226415,20,11,1
N3,10,10,0.066967,76,0.95,0.99,10.728904847248906,20.39769067339762,0.05011792452830189,0.010023584905660377,0.0,20,15,0
N3,10,10,0.066967,76,0.95,0.99,10.728904847248906,20.39769067339762,0.05011792452830189,0.010023584905660377,0.0,20,18,0
N3,10,10,0.066967,76,0.95,0.995,10.728904847248906,24.266458113190218,0.05011792452830189,0.005306603773584905,0.0,20,11,0
N3,10,10,0.066967,76,0.95,0.995,10.728904847248906,24.266458113190218,0.05011792452830189,0.005306603773584905,0.0,20,15,0
N3,10,10,0.066967,76,0.95,0.995,10.728904847248906,24.266458113190218,0.05011792452830189,0.005306603773584905,0.0,20,18,0
N3,10,10,0.066967,76,0.975,0.99,12.868461046110525,20.39769067339762,0.02535377358490566,0.010023584905660377,0.0076650943396226415,20,11,1
N3,10,10,0.066967,76,0.975,0.99,12.868461046110525,20.39769067339762,0.02535377358490566,0.010023584905660377,0.0,20,15,0
N3,10,10,0.066967,76,0.975,0.99,12.868461046110525,20.39769067339762,0.02535377358490566,0.010023584905660377,0.0,20,18,0
N3,10,10,0.066967,76,0.975,0.995,12.868461046110525,24.266458113190218,0.02535377358490566,0.005306603773584905,0.0,20,11,0
N3,10,10,0.066967,76,0.975,0.995,12.868461046110525,24.266458113190218,0.02535377358490566,0.005306603773584905,0.0,20,15,0
N3,10,10,0.066967,76,0.975,0.995,12.868461046110525,24.266458113190218,0.02535377358490566,0.005306603773584905,0.0,20,18,0
N3,10,15,0.045158,109,0.9,0.99,8.605365399585004,19.2480786069929,0.10042092603728202,0.010222489476849068,0.00661455201443175,20,11,1
N3,10,15,0.045158,109,0.9,0.99,8.605365399585004,19.2480786069929,0.10042092603728202,0.010222489476849068,0.0,20,15,0
N3,10,15,0.045158,109,0.9,0.99,8.605365399585004,19.2480786069929,0.10042092603728202,0.010222489476849068,0.0,20,18,0
N3,10,15,0.045158,109,0.9,0.995,8.605365399585004,22.228240838770084,0.10042092603728202,0.005411906193625977,0.0,20,11,0
N3,10,15,0.045158,109,0.9,0.995,8.605365399585004,22.228240838770084,0.10042092603728202,0.005411906193625977,0.0,20,15,0
N3,10,15,0.045158,109,0.9,0.995,8.605365399585004,22.228240838770084,0.10042092603728202,0.005411906193625977,0.0,20,18,0
N3,10,15,0.045158,109,0.95,0.99,11.570463237103912,19.2480786069929,0.050511124473842456,0.010222489476849068,0.00661455201443175,20,11,1
N3,10,15,0.045158,109,0.95,0.99,11.570463237103912,19.2480786069929,0.050511124473842456,0.010222489476849068,0.0,20,15,0
N3,10,15,0.045158,109,0.95,0.99,11.570463237103912,19.2480786069929,0.050511124473842456,0.010222489476849068,0.0,20,18,0
N3,10,15,0.045158,109,0.95,0.995,11.570463237103912,22.228240838770084,0.050511124473842456,0.005411906193625977,0.0,20,11,0
N3,10,15,0.045158,109,0.95,0.995,11.570463237103912,22.228240838770084,0.050511124473842456,0.005411906193625977,0.0,20,15,0
N3,10,15,0.045158,109,0.95,0.995,11.570463237103912,22.228240838770084,0.050511124473842456,0.005411906193625977,0.0,20,18,0
N3,10,15,0.045158,109,0.975,0.99,13.872920673236237,19.2480786069929,0.025255562236921228,0.010222489476849068,0.00661455201443175,20,11,1
N3,10,15,0.045158,109,0.975,0.99,13.872920673236237,19.2480786069929,0.025255562236921228,0.010222489476849068,0.0,20,15,0
N3,10,15,0.045158,109,0.975,0.99,13.872920673236237,19.2480786069929,0.025255562236921228,0.010222489476849068,0.0,20,18,0
N3,10,15,0.045158,109,0.975,0.995,13.872920673236237,22.228240838770084,0.025255562236921228,0.005411906193625977,0.0,20,11,0
N3,10,15,0.045158,109,0.975,0.995,13.872920673236237,22.228240838770084,0.025255562236921228,0.005411906193625977,0.0,20,15,0
N3,10,15,0.045158,109,0.975,0.995,13.872920673236237,22.228240838770084,0.025255562236921228,0.005411906193625977,0.0,20,18,0
N3,10,20,0.034064,142,0.9,0.99,9.466608999547057,18.198731124520556,0.1,0.010429447852760737,0.0,20,11,0
N3,10,20,0.034064,142,0.9,0.99,9.466608999547057,18.198731124520556,0.1,0.010429447852760737,0.0,20,15,0
N3,10,20,0.034064,142,0.9,0.99,9.466608999547057,18.198731124520556,0.1,0.010429447852760737,0.0,20,18,0
N3,10,20,0.034064,142,0.9,0.995,9.466608999547057,20.48653733971424,0.1,0.005521472392638037,0.0,20,11,0
N3,10,20,0.034064,142,0.9,0.995,9.466608999547057,20.48653733971424,0.1,0.005521472392638037,0.0,20,15,0
N3,10,20,0.034064,142,0.9,0.995,9.466608999547057,20.48653733971424,0.1,0.005521472392638037,0.0,20,18,0
N3,10,20,0.034064,142,0.95,0.99,11.865713722674247,18.198731124520556,0.05030674846625767,0.010429447852760737,0.0,20,11,0
N3,10,20,0.034064,142,0.95,0.99,11.865713722674247,18.198731124520556,0.05030674846625767,0.010429447852760737,0.0,20,15,0
N3,10,20,0.034064,142,0.95,0.99,11.865713722674247,18.198731124520556,0.05030674846625767,0.010429447852760737,0.0,20,18,0
N3,10,20,0.034064,142,0.95,0.995,11.865713722674247,20.48653733971424,0.05030674846625767,0.005521472392638037,0.0,20,11,0
N3,10,20,0.034064,142,0.95,0.995,11.865713722674247,20.48653733971424,0.05030674846625767,0.005521472392638037,0.0,20,15,0
N3,10,20,0.034064,142,0.95,0.995,11.865713722674247,20.48653733971424,0.05030674846625767,0.005521472392638037,0.0,20,18,0
N3,10,20,0.034064,142,0.975,0.99,14.243316042575625,18.198731124520556,0.025153374233128835,0.010429447852760737,0.0,20,11,0
N3,10,20,0.034064,142,0.975,0.99,14.243316042575625,18.198731124520556,0.025153374233128835,0.010429447852760737,0.0,20,15,0
N3,10,20,0.034064,142,0.975,0.99,14.243316042575625,18.198731124520556,0.025153374233128835,0.010429447852760737,0.0,20,18,0
N3,10,20,0.034064,142,0.975,0.995,14.243316042575625,20.48653733971424,0.025153374233128835,0.005521472392638037,0.0,20,11,0
N3,10,20,0.034064,142,0.975,0.995,14.243316042575625,20.48653733971424,0.025153374233128835,0.005521472392638037,0.0,20,15,0
N3,10,20,0.034064,142,0.975,0.995,14.243316042575625,20.48653733971424,0.025153374233128835,0.005521472392638037,0.0,20,18,0
