workloads,repetition,xapp,expected_requests,observed_requests,valid_responses,deadline_misses,end_to_end_mean_ms
20,2,scale-n020-x007,20,20,20,0,397.74927095000004
20,2,scale-n020-x008,20,20,20,0,407.77656859999996
20,2,scale-n020-x009,20,20,20,0,428.4677048
20,2,scale-n020-x010,20,20,20,0,460.0275349
20,2,scale-n020-x011,20,20,20,0,468.60468875
20,2,scale-n020-x012,20,20,20,0,497.5000976
20,2,scale-n020-x013,20,20,20,0,500.77405634999997
20,2,scale-n020-x014,20,20,20,0,517.1763595
20,2,scale-n020-x015,20,20,20,0,523.9526387
20,2,scale-n020-x016,20,20,20,0,526.83406875
20,2,scale-n020-x017,20,20,20,0,544.50379115
20,2,scale-n020-x018,20,20,20,0,544.3052865
20,2,scale-n020-x019,20,20,20,0,553.3445495
10,2,scale-n010-x000,20,20,20,0,215.49289349999998
10,2,scale-n010-x001,20,20,20,0,220.27393149999997
10,2,scale-n010-x002,20,20,20,0,226.89278065
10,2,scale-n010-x003,20,20,20,0,224.99065854999998
10,2,scale-n010-x004,20,20,20,0,228.68308274999998
10,2,scale-n010-x005,20,20,20,0,219.32194335
10,2,scale-n010-x006,20,20,20,0,234.36708534999997
10,2,scale-n010-x007,20,20,20,0,246.0247237
10,2,scale-n010-x008,20,20,20,0,253.87975965
10,2,scale-n010-x009,20,20,20,0,256.24753835
1,2,scale-n001-x000,20,20,20,0,41.074268849999996
20,3,scale-n020-x000,20,20,20,0,300.99413745000004
20,3,scale-n020-x001,20,20,20,0,286.570609
20,3,scale-n020-x002,20,20,20,0,323.46065250000004
20,3,scale-n020-x003,20,20,20,0,289.63294915
20,3,scale-n020-x004,20,20,20,0,329.18842974999995
20,3,scale-n020-x005,20,20,20,0,371.43354845
20,3,scale-n020-x006,20,20,20,0,390.46845360000003
20,3,scale-n020-x007,20,20,20,0,403.67258714999997
20,3,scale-n020-x008,20,20,20,0,447.95244585
20,3,scale-n020-x009,20,20,20,0,436.34184059999995
20,3,scale-n020-x010,20,20,20,0,444.16920035000004
20,3,scale-n020-x011,20,20,20,0,507.30323984999995
20,3,scale-n020-x012,20,20,20,0,515.25042115
20,3,scale-n020-x013,20,20,20,0,535.7112108499999
20,3,scale-n020-x014,20,20,20,0,548.4013278
20,3,scale-n020-x015,20,20,20,0,554.7342143
20,3,scale-n020-x016,20,20,20,0,568.13718365
20,3,scale-n020-x017,20,20,20,0,574.7619195999999
20,3,scale-n020-x018,20,20,20,0,582.50626595
20,3,scale-n020-x019,20,20,20,0,583.2902574
10,3,scale-n010-x000,20,20,20,0,195.5207991
10,3,scale-n010-x001,20,20,20,0,205.21311845
10,3,scale-n010-x002,20,20,20,0,204.6585197
10,3,scale-n010-x003,20,20,20,0,213.2009394
10,3,scale-n010-x004,20,20,20,0,228.77992875
10,3,scale-n010-x005,20,20,20,0,231.85795595
10,3,scale-n010-x006,20,20,20,0,230.4816781
10,3,scale-n010-x007,20,20,20,0,236.7044388
10,3,scale-n010-x008,20,20,20,0,243.13197810000003
10,3,scale-n010-x009,20,20,20,0,242.09788239999997
75,3,scale-n075-x000,20,20,20,19,17118.90344975
75,3,scale-n075-x001,20,20,20,19,16545.7866602
75,3,scale-n075-x002,20,20,20,19,16761.0049841
75,3,scale-n075-x003,20,20,20,19,16197.09568655
75,3,scale-n075-x004,20,20,20,19,15480.70322935
75,3,scale-n075-x005,20,20,20,19,15660.50491685
75,3,scale-n075-x006,20,20,20,19,16045.08498145
75,3,scale-n075-x007,20,20,20,19,17406.42585775
75,3,scale-n075-x008,20,20,20,19,15631.7601116
75,3,scale-n075-x009,20,20,20,19,16394.15531855
75,3,scale-n075-x010,20,20,20,19,17582.6045628
75,3,scale-n075-x011,20,20,20,19,17913.74737755
75,3,scale-n075-x012,20,20,20,19,17166.313689950002
75,3,scale-n075-x013,20,20,20,19,18198.446215750002
75,3,scale-n075-x014,20,20,20,19,18111.993506749997
75,3,scale-n075-x015,20,20,20,19,18230.530892400002
75,3,scale-n075-x016,20,20,20,19,18773.12280005
75,3,scale-n075-x017,20,20,20,19,17586.7685283
75,3,scale-n075-x018,20,20,20,19,17420.84217815
75,3,scale-n075-x019,20,20,20,19,17456.039305799997
75,3,scale-n075-x020,20,20,20,19,18122.62851155
75,3,scale-n075-x021,20,20,20,19,16908.207168200002
75,3,scale-n075-x022,20,20,20,19,16554.23941035
75,3,scale-n075-x023,20,20,20,19,16874.55786335
75,3,scale-n075-x024,20,20,20,19,17860.11533705
75,3,scale-n075-x025,20,20,20,20,18459.0608072
75,3,scale-n075-x026,20,20,20,19,17852.964918899997
75,3,scale-n075-x027,20,20,20,20,18535.6782469
75,3,scale-n075-x028,20,20,20,19,17977.19796775
75,3,scale-n075-x029,20,20,20,20,18303.959022050003
75,3,scale-n075-x030,20,20,20,19,17926.4698134
75,3,scale-n075-x031,20,20,20,20,18731.9884398
75,3,scale-n075-x032,20,20,20,20,18276.376968
75,3,scale-n075-x033,20,20,20,20,19240.44447145
75,3,scale-n075-x034,20,20,20,20,18563.2814986
75,3,scale-n075-x035,20,20,20,20,18021.83895885
75,3,scale-n075-x036,20,20,20,20,17929.471675250003
75,3,scale-n075-x037,20,20,20,20,18319.57141195
75,3,scale-n075-x038,20,20,20,20,17264.59574895
75,3,scale-n075-x039,20,20,20,20,18517.3764104
75,3,scale-n075-x040,20,20,20,20,18098.056993950002
75,3,scale-n075-x041,20,20,20,20,18747.29804915
75,3,scale-n075-x042,20,20,20,20,18898.7949683
75,3,scale-n075-x043,20,20,20,20,18331.20535035
75,3,scale-n075-x044,20,20,20,20,18897.425883750002
75,3,scale-n075-x045,20,20,20,20,19885.44514395
75,3,scale-n075-x046,20,20,20,20,19480.13703575
75,3,scale-n075-x047,20,20,20,20,19492.8536434
75,3,scale-n075-x048,20,20,20,20,17594.72722945
75,3,scale-n075-x049,20,20,20,20,17169.3350695
75,3,scale-n075-x050,20,20,20,20,18777.99667445
75,3,scale-n075-x051,20,20,20,20,17663.12138265
75,3,scale-n075-x052,20,20,20,20,18826.16468335
75,3,scale-n075-x053,20,20,20,20,19773.71483725
75,3,scale-n075-x054,20,20,20,20,21051.1227027
75,3,scale-n075-x055,20,20,20,20,19657.815024000003
75,3,scale-n075-x056,20,20,20,20,19051.64495535
75,3,scale-n075-x057,20,20,20,20,18257.68269735
75,3,scale-n075-x058,20,20,20,20,19065.75448055
75,3,scale-n075-x059,20,20,20,20,18894.1862426
75,3,scale-n075-x060,20,20,20,20,19385.45634845
75,3,scale-n075-x061,20,20,20,20,18268.89034845
75,3,scale-n075-x062,20,20,20,20,18451.541685
75,3,scale-n075-x063,20,20,20,20,18625.96812325
75,3,scale-n075-x064,20,20,20,20,19182.2549527
75,3,scale-n075-x065,20,20,20,20,19036.22627795
75,3,scale-n075-x066,20,20,20,20,19046.6663809
75,3,scale-n075-x067,20,20,20,20,18538.609128
75,3,scale-n075-x068,20,20,20,20,18212.2644648
75,3,scale-n075-x069,20,20,20,20,19213.36110245
75,3,scale-n075-x070,20,20,20,20,19876.0400298
75,3,scale-n075-x071,20,20,20,20,18282.87222505
75,3,scale-n075-x072,20,20,20,20,19462.99036485
75,3,scale-n075-x073,20,20,20,20,19079.640791499998
75,3,scale-n075-x074,20,20,20,20,19060.0184632
100,3,scale-n100-x000,20,20,20,19,19209.4013669
100,3,scale-n100-x001,20,20,20,19,19742.6171683
100,3,scale-n100-x002,20,20,20,19,19665.2259987
100,3,scale-n100-x003,20,20,20,19,19894.32181475
100,3,scale-n100-x004,20,20,19,19,20443.1841056
100,3,scale-n100-x005,20,20,20,19,20261.4792126
100,3,scale-n100-x006,20,20,20,19,19719.17255345
100,3,scale-n100-x007,20,20,20,19,21008.836818
100,3,scale-n100-x008,20,20,20,19,19952.19480065
100,3,scale-n100-x009,20,20,20,19,21085.7247218
100,3,scale-n100-x010,20,20,20,19,19238.43804545
100,3,scale-n100-x011,20,20,20,19,19732.1041847
100,3,scale-n100-x012,20,20,20,19,21021.8344854
100,3,scale-n100-x013,20,20,20,19,20580.78847805
100,3,scale-n100-x014,20,20,20,19,20489.31482215
100,3,scale-n100-x015,20,20,19,19,21932.89171575
100,3,scale-n100-x016,20,20,20,19,19443.11907455
100,3,scale-n100-x017,20,20,20,19,19842.92817835
100,3,scale-n100-x018,20,20,20,19,20007.347713350002
100,3,scale-n100-x019,20,20,20,19,20501.06885665
100,3,scale-n100-x020,20,20,20,19,20213.90472305
100,3,scale-n100-x021,20,20,19,19,21419.17791045
100,3,scale-n100-x022,20,20,19,19,21300.2909655
100,3,scale-n100-x023,20,20,19,19,21363.12676545
100,3,scale-n100-x024,20,20,19,19,22690.4736065
100,3,scale-n100-x025,20,20,19,19,22936.22753895
100,3,scale-n100-x026,20,20,20,19,21056.5362232
100,3,scale-n100-x027,20,20,20,19,19808.14684405
100,3,scale-n100-x028,20,20,20,20,20352.8836323
100,3,scale-n100-x029,20,20,20,20,23128.159136349997
100,3,scale-n100-x030,20,20,19,20,23537.8175263
100,3,scale-n100-x031,20,20,19,20,22332.91966935
100,3,scale-n100-x032,20,20,19,19,23095.1802608
100,3,scale-n100-x033,20,20,19,20,23845.352571350002
100,3,scale-n100-x034,20,20,20,20,21860.82696745
100,3,scale-n100-x035,20,20,19,20,22284.91078205
100,3,scale-n100-x036,20,20,20,20,21750.2392739
100,3,scale-n100-x037,20,20,20,20,20651.9785792
100,3,scale-n100-x038,20,20,19,20,22772.0180869
100,3,scale-n100-x039,20,20,18,20,24406.5468912
100,3,scale-n100-x040,20,20,19,20,23907.03309385
100,3,scale-n100-x041,20,20,18,20,24871.582596300002
100,3,scale-n100-x042,20,20,19,20,22394.95913835
100,3,scale-n100-x043,20,20,19,20,22840.1918185
100,3,scale-n100-x044,20,20,20,20,23554.606831150002
100,3,scale-n100-x045,20,20,19,20,23248.506578149998
100,3,scale-n100-x046,20,20,19,20,22103.296162799998
100,3,scale-n100-x047,20,20,19,20,22995.23180795
100,3,scale-n100-x048,20,20,19,20,22697.41647395
100,3,scale-n100-x049,20,20,20,20,22026.7455171
100,3,scale-n100-x050,20,20,20,20,22998.52359045
100,3,scale-n100-x051,20,20,20,20,21898.9434095
100,3,scale-n100-x052,20,20,19,20,24310.0361713
100,3,scale-n100-x053,20,20,19,20,24264.5244426
100,3,scale-n100-x054,20,20,20,20,22290.2812695
100,3,scale-n100-x055,20,20,20,20,23242.94098885
100,3,scale-n100-x056,20,20,19,20,24072.9763463
100,3,scale-n100-x057,20,20,19,20,23212.124529650002
100,3,scale-n100-x058,20,20,19,20,24731.449275900002
100,3,scale-n100-x059,20,20,19,20,23179.83995925
100,3,scale-n100-x060,20,20,19,20,23384.65581275
100,3,scale-n100-x061,20,20,19,20,23528.790025450002
100,3,scale-n100-x062,20,20,19,20,23530.845129200003
100,3,scale-n100-x063,20,20,20,20,21728.52169375
100,3,scale-n100-x064,20,20,19,20,22991.32352615
100,3,scale-n100-x065,20,20,20,20,21265.87273305
100,3,scale-n100-x066,20,20,20,20,22141.1937169
100,3,scale-n100-x067,20,20,20,20,22450.61579405
100,3,scale-n100-x068,20,20,19,20,24225.8548968
100,3,scale-n100-x069,20,20,19,20,23867.88173455
100,3,scale-n100-x070,20,20,18,20,24356.2607192
100,3,scale-n100-x071,20,20,19,20,24264.45822775
100,3,scale-n100-x072,20,20,19,20,24683.127373400002
100,3,scale-n100-x073,20,20,19,20,23847.67687765
100,3,scale-n100-x074,20,20,18,20,24605.69462455
100,3,scale-n100-x075,20,20,20,20,23776.33031755
100,3,scale-n100-x076,20,20,20,20,23170.72488925
100,3,scale-n100-x077,20,20,18,20,24696.82776365
100,3,scale-n100-x078,20,20,19,20,24160.4487434
100,3,scale-n100-x079,20,20,18,20,25772.53085135
100,3,scale-n100-x080,20,20,19,20,23423.38669815
100,3,scale-n100-x081,20,20,18,20,26365.25000295
100,3,scale-n100-x082,20,20,19,20,24566.17043415
100,3,scale-n100-x083,20,20,19,20,24040.68532465
100,3,scale-n100-x084,20,20,20,20,22269.5561409
100,3,scale-n100-x085,20,20,19,20,24581.8581096
100,3,scale-n100-x086,20,20,19,20,24489.44750685
100,3,scale-n100-x087,20,20,19,20,22800.9577766
100,3,scale-n100-x088,20,20,19,20,23962.9946357
100,3,scale-n100-x089,20,20,19,20,25465.356558599997
100,3,scale-n100-x090,20,20,19,20,25265.30570315
100,3,scale-n100-x091,20,20,19,20,24045.97784395
100,3,scale-n100-x092,20,20,19,20,24905.20064905
100,3,scale-n100-x093,20,20,20,20,22184.8206699
100,3,scale-n100-x094,20,20,19,20,24640.58686365
100,3,scale-n100-x095,20,20,19,20,24157.00876535
100,3,scale-n100-x096,20,20,20,20,22634.330596699998
100,3,scale-n100-x097,20,20,20,20,26298.424657900003
100,3,scale-n100-x098,20,20,19,20,25227.494121300002
100,3,scale-n100-x099,20,20,19,20,24902.26013595
50,3,scale-n050-x000,20,20,20,18,3853.4865839500003
50,3,scale-n050-x001,20,20,20,18,4010.0681978499997
50,3,scale-n050-x002,20,20,20,18,4478.306533
50,3,scale-n050-x003,20,20,20,18,4886.31284615
50,3,scale-n050-x004,20,20,20,18,4403.2875117
50,3,scale-n050-x005,20,20,20,19,4274.19111055
50,3,scale-n050-x006,20,20,20,18,4569.29501505
50,3,scale-n050-x007,20,20,20,18,4184.6416705
50,3,scale-n050-x008,20,20,20,18,4546.86271795
50,3,scale-n050-x009,20,20,20,18,5070.351869
50,3,scale-n050-x010,20,20,20,18,4931.266792050001
50,3,scale-n050-x011,20,20,20,19,5068.6957431499995
50,3,scale-n050-x012,20,20,20,19,5407.3839886000005
50,3,scale-n050-x013,20,20,20,19,5393.32664945
50,3,scale-n050-x014,20,20,20,19,4877.8050778
50,3,scale-n050-x015,20,20,20,19,5311.58524685
50,3,scale-n050-x016,20,20,20,19,4736.757901999999
50,3,scale-n050-x017,20,20,20,19,5248.4413110000005
50,3,scale-n050-x018,20,20,20,19,4603.2757659
50,3,scale-n050-x019,20,20,20,19,4663.5405696
50,3,scale-n050-x020,20,20,20,19,5512.8202054
50,3,scale-n050-x021,20,20,20,19,5483.94732
50,3,scale-n050-x022,20,20,20,19,5327.91237875
50,3,scale-n050-x023,20,20,20,19,5309.3567367000005
50,3,scale-n050-x024,20,20,20,19,5606.6453928
50,3,scale-n050-x025,20,20,20,19,5400.63180715
50,3,scale-n050-x026,20,20,20,19,6270.38680545
50,3,scale-n050-x027,20,20,20,19,6907.896980800001
50,3,scale-n050-x028,20,20,20,19,7139.24355865
50,3,scale-n050-x029,20,20,20,20,7186.41066335
50,3,scale-n050-x030,20,20,20,20,6704.537096
50,3,scale-n050-x031,20,20,20,20,6631.20277875
50,3,scale-n050-x032,20,20,20,20,6052.12616785
50,3,scale-n050-x033,20,20,20,20,8044.847143649999
50,3,scale-n050-x034,20,20,20,20,6665.898499100001
50,3,scale-n050-x035,20,20,20,20,6448.3368683
50,3,scale-n050-x036,20,20,20,20,8384.1166466
50,3,scale-n050-x037,20,20,20,20,8046.12886255
50,3,scale-n050-x038,20,20,20,20,7349.7805720999995
50,3,scale-n050-x039,20,20,20,20,8419.937664699999
50,3,scale-n050-x040,20,20,20,20,7140.42402715
50,3,scale-n050-x041,20,20,20,20,7617.041011349999
50,3,scale-n050-x042,20,20,20,20,7318.5347489
50,3,scale-n050-x043,20,20,20,20,7217.61094815
50,3,scale-n050-x044,20,20,20,20,7989.785917949999
50,3,scale-n050-x045,20,20,20,20,6120.1440093500005
50,3,scale-n050-x046,20,20,20,20,6552.9194716
50,3,scale-n050-x047,20,20,20,20,7699.02486915
50,3,scale-n050-x048,20,20,20,20,6752.490599250001
50,3,scale-n050-x049,20,20,20,20,5927.6128589
1,3,scale-n001-x000,20,20,20,0,40.7612849
