workloads,repetition,duration_s,offered_rate_requests_s,expected_requests,observed_requests,valid_responses,invalid_responses,error_rate,deadline_misses,deadline_miss_rate,send_lag_p95_ms,service_latency_mean_ms,service_latency_p50_ms,service_latency_p95_ms,service_latency_p99_ms,service_latency_max_ms,end_to_end_p95_ms,end_to_end_p99_ms,drain_wall_s,achieved_completion_rate_requests_s,evaluator_cpu_time_s,evaluator_mean_cpu_cores,evaluator_throttled_time_s,evaluator_throttle_events,evaluator_memory_before_bytes,evaluator_memory_after_bytes,client_cpu_time_s,pod_uid,pod_restart_count
25,1,20,25,500,500,500,0,0.0,0,0.0,14.926447999999995,511.082338382,530.481588,749.564338,797.61590032,844.144722,761.2716810000001,809.97490898,19.713830037,25.36290508042184,15.003089,0.761043844440242,4.155845,128,199135232,197459968,0.565588064,a3baa61d-5ca2-4e1c-82f4-4e71d4f2ff19,19
30,1,20,30,600,600,600,0,0.0,0,0.0,18.480210649999997,613.1259848316666,633.504463,905.6251573499999,953.4802066,983.810803,921.08781625,964.99171139,19.925445395,30.112250346512266,18.317236,0.9192886601469117,1.783956,140,197685248,197951488,0.72351238,a3baa61d-5ca2-4e1c-82f4-4e71d4f2ff19,19
35,1,20,35,700,700,700,0,0.0,524,0.7485714285714286,41.890019499999994,2333.7472126885714,1473.550586,6706.89039835,7781.742882809999,8080.43202,6724.813977299999,7823.794847419999,22.195010521,31.538619877548108,22.395976,1.0090545340724149,4.724749,204,197783552,197775360,1.000713423,a3baa61d-5ca2-4e1c-82f4-4e71d4f2ff19,19
40,1,20,40,800,800,800,0,0.0,738,0.9225,34.01633709999998,3131.7692177212502,3135.874389,6526.138881049999,8321.727037699999,10814.790461,6555.73561145,8343.738819209999,24.862717372,32.17669203370937,24.975028,1.0045172306115857,4.399263,229,197390336,197730304,1.167852159,a3baa61d-5ca2-4e1c-82f4-4e71d4f2ff19,19
40,2,20,40,800,800,800,0,0.0,743,0.92875,54.383053449999984,2922.1189182149997,2864.2774,5380.837678949999,7202.596202389999,7261.099751,5405.090116449999,7237.7142446,24.292299678,32.93224645686836,24.419362,1.0052305596293574,4.571299,219,197877760,198033408,1.16186133,a3baa61d-5ca2-4e1c-82f4-4e71d4f2ff19,19
35,2,20,35,700,700,700,0,0.0,430,0.6142857142857143,35.90573879999999,1121.725762042857,1104.7622430000001,1865.4961383499997,2015.42879275,2176.90372,1895.0223473499998,2041.9339567900001,20.923873529,33.4546086330438,21.071591,1.0070597574008113,3.619316,192,197836800,198221824,0.884012396,a3baa61d-5ca2-4e1c-82f4-4e71d4f2ff19,19
30,2,20,30,600,600,600,0,0.0,0,0.0,21.582172499999988,603.847251695,614.435106,923.5932194499999,962.62676695,975.494073,937.8028185999999,979.44371606,19.9033849,30.145626134175803,18.02258,0.9055032644221236,4.103942,156,197791744,197931008,0.700146502,a3baa61d-5ca2-4e1c-82f4-4e71d4f2ff19,19
25,2,20,25,500,500,500,0,0.0,0,0.0,13.613878649999982,497.473444754,507.0377955,717.8197207999999,757.42466448,770.153034,727.83957275,772.21474056,19.786484191,25.26977482070453,14.451215,0.7303578978711751,3.089506,115,197935104,198123520,0.561226618,a3baa61d-5ca2-4e1c-82f4-4e71d4f2ff19,19
35,3,20,35,700,700,700,0,0.0,522,0.7457142857142857,39.42740964999997,1469.15463562,1411.706059,2639.3372037999998,2790.29389799,2942.68967,2698.4883945999995,2845.5230038399995,21.827215881,32.07005436773689,21.968418,1.0064690851902423,4.596542,199,197619712,197980160,0.995479765,a3baa61d-5ca2-4e1c-82f4-4e71d4f2ff19,19
40,3,20,40,800,800,800,0,0.0,725,0.90625,39.256257049999995,2633.5168194,2645.3070900000002,4311.324254299998,6283.13438802,6846.000122,4335.927936149998,6309.05687437,23.95023906,33.40258934350695,24.209064,1.0108067789783473,6.629696,232,197955584,197586944,1.178509608,a3baa61d-5ca2-4e1c-82f4-4e71d4f2ff19,19
30,3,20,30,600,600,600,0,0.0,8,0.013333333333333334,18.71854065,621.1386546416667,628.8273345,932.13204735,1000.7615949899998,1056.715428,943.2401536499999,1021.5729209699999,19.800769079,30.301853307119217,18.366031,0.9275412953266734,2.474788,151,197652480,197894144,0.725401512,a3baa61d-5ca2-4e1c-82f4-4e71d4f2ff19,19
25,3,20,25,500,500,500,0,0.0,0,0.0,16.18977785,498.029233476,508.93766600000004,714.8266546499999,757.2711340599999,792.122117,725.8442068,768.7445277399999,19.768655284,25.29256506408309,14.333675,0.7250708150898424,1.566221,94,197881856,197550080,0.594874231,a3baa61d-5ca2-4e1c-82f4-4e71d4f2ff19,19
