workloads,repetition,request_id,xapp,scheduled_offset_ms,send_lag_ms,service_latency_ms,end_to_end_ms,deadline_missed,http_code,response_valid,state,error
25,1,n25-r1-s000-x000,scale-n025-x000,32365048.478898,1.083843,351.322292,352.406135,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x001,scale-n025-x001,32365048.478898,1.406381,539.639341,541.045722,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x002,scale-n025-x002,32365048.478898,1.770581,402.772816,404.543397,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x003,scale-n025-x003,32365048.478898,2.227629,361.147131,363.37476,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x004,scale-n025-x004,32365048.478898,2.681475,145.96215,148.643625,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x005,scale-n025-x005,32365048.478898,4.220303,458.122331,462.342634,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x006,scale-n025-x006,32365048.478898,4.758821,495.717394,500.476215,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x007,scale-n025-x007,32365048.478898,6.159713,500.024825,506.184538,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x008,scale-n025-x008,32365048.478898,6.857103,446.083283,452.940386,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x009,scale-n025-x009,32365048.478898,7.709806,481.038734,488.74854,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x010,scale-n025-x010,32365048.478898,8.229952,374.808181,383.038133,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x011,scale-n025-x011,32365048.478898,9.061081,383.897879,392.95896,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x012,scale-n025-x012,32365048.478898,9.537175,504.131011,513.668186,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x013,scale-n025-x013,32365048.478898,10.665851,367.435271,378.101122,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x014,scale-n025-x014,32365048.478898,10.996079,598.152409,609.148488,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x015,scale-n025-x015,32365048.478898,11.452111,564.515469,575.96758,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x016,scale-n025-x016,32365048.478898,12.446691,556.960045,569.406736,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x017,scale-n025-x017,32365048.478898,13.572329,561.610334,575.182663,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x018,scale-n025-x018,32365048.478898,15.240369,575.828197,591.068566,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x019,scale-n025-x019,32365048.478898,16.113023,598.771139,614.884162,0,200,1,SUSPICIOUS,
25,1,n25-r1-s000-x020,scale-n025-x020,32365048.478898,16.501256,597.685614,614.18687,0,200,1,SUSPICIOUS,
