workloads,repetition,xapp,expected_requests,observed_requests,valid_responses,deadline_misses,end_to_end_mean_ms
25,2,scale-n025-x010,20,20,20,0,472.607471
25,2,scale-n025-x011,20,20,20,0,487.6392623
25,2,scale-n025-x012,20,20,20,0,530.7622822999999
25,2,scale-n025-x013,20,20,20,0,515.8128652
25,2,scale-n025-x014,20,20,20,0,580.9406063499999
25,2,scale-n025-x015,20,20,20,0,573.9737879
25,2,scale-n025-x016,20,20,20,0,616.8896102
25,2,scale-n025-x017,20,20,20,0,622.41863395
25,2,scale-n025-x018,20,20,20,0,642.04686565
25,2,scale-n025-x019,20,20,20,0,657.52316455
25,2,scale-n025-x020,20,20,20,0,661.78708395
25,2,scale-n025-x021,20,20,20,0,674.04831535
25,2,scale-n025-x022,20,20,20,0,683.14760255
25,2,scale-n025-x023,20,20,20,0,687.8397734
25,2,scale-n025-x024,20,20,20,0,691.6969551
35,3,scale-n035-x000,20,20,20,9,985.1588964999999
35,3,scale-n035-x001,20,20,20,9,985.3074796000001
35,3,scale-n035-x002,20,20,20,10,1050.8825404499999
35,3,scale-n035-x003,20,20,20,10,1063.92872235
35,3,scale-n035-x004,20,20,20,11,1106.2610229
35,3,scale-n035-x005,20,20,20,12,1144.53089095
35,3,scale-n035-x006,20,20,20,12,1155.4130859499999
35,3,scale-n035-x007,20,20,20,12,1189.65454605
35,3,scale-n035-x008,20,20,20,13,1226.3974469500001
35,3,scale-n035-x009,20,20,20,13,1204.1510658
35,3,scale-n035-x010,20,20,20,12,1294.2625054
35,3,scale-n035-x011,20,20,20,14,1299.3722931500001
35,3,scale-n035-x012,20,20,20,13,1355.76113075
35,3,scale-n035-x013,20,20,20,13,1337.4495408999999
35,3,scale-n035-x014,20,20,20,13,1382.76862515
35,3,scale-n035-x015,20,20,20,13,1403.8390728
35,3,scale-n035-x016,20,20,20,13,1438.44590515
35,3,scale-n035-x017,20,20,20,15,1473.65035775
35,3,scale-n035-x018,20,20,20,14,1529.7834218
35,3,scale-n035-x019,20,20,20,15,1513.59963945
35,3,scale-n035-x020,20,20,20,15,1576.3831123
35,3,scale-n035-x021,20,20,20,16,1612.24733405
35,3,scale-n035-x022,20,20,20,16,1669.2538622
35,3,scale-n035-x023,20,20,20,17,1674.5929902
35,3,scale-n035-x024,20,20,20,18,1704.701238
35,3,scale-n035-x025,20,20,20,18,1744.5346679
35,3,scale-n035-x026,20,20,20,19,1770.33728205
35,3,scale-n035-x027,20,20,20,18,1829.0893227000001
35,3,scale-n035-x028,20,20,20,19,1832.07253925
35,3,scale-n035-x029,20,20,20,20,1859.7141325
35,3,scale-n035-x030,20,20,20,20,1869.89145465
35,3,scale-n035-x031,20,20,20,20,1894.73660055
35,3,scale-n035-x032,20,20,20,20,1935.70369795
35,3,scale-n035-x033,20,20,20,20,1942.2553813499999
35,3,scale-n035-x034,20,20,20,20,1968.22057755
40,3,scale-n040-x000,20,20,20,16,2047.5870981
40,3,scale-n040-x001,20,20,20,16,2057.6442352500003
40,3,scale-n040-x002,20,20,20,16,2096.59465475
40,3,scale-n040-x003,20,20,20,15,2116.5156235
40,3,scale-n040-x004,20,20,20,16,2099.2515534
40,3,scale-n040-x005,20,20,20,16,2151.46559625
40,3,scale-n040-x006,20,20,20,16,2173.3457034
40,3,scale-n040-x007,20,20,20,16,2230.5449576
40,3,scale-n040-x008,20,20,20,17,2248.6512143
40,3,scale-n040-x009,20,20,20,16,2252.5680897
40,3,scale-n040-x010,20,20,20,17,2297.6577915999997
40,3,scale-n040-x011,20,20,20,18,2358.02046965
40,3,scale-n040-x012,20,20,20,17,2382.3490191
40,3,scale-n040-x013,20,20,20,16,2403.7505135
40,3,scale-n040-x014,20,20,20,17,2430.3839629999998
40,3,scale-n040-x015,20,20,20,18,2451.15630825
40,3,scale-n040-x016,20,20,20,18,2470.5201913
40,3,scale-n040-x017,20,20,20,18,2529.172869
40,3,scale-n040-x018,20,20,20,18,2545.1855142
40,3,scale-n040-x019,20,20,20,19,2566.8711277499997
40,3,scale-n040-x020,20,20,20,19,2597.36615675
40,3,scale-n040-x021,20,20,20,18,2644.80518735
40,3,scale-n040-x022,20,20,20,19,2672.25229325
40,3,scale-n040-x023,20,20,20,19,2704.22393175
40,3,scale-n040-x024,20,20,20,19,2784.6472904499997
40,3,scale-n040-x025,20,20,20,19,2734.151198
40,3,scale-n040-x026,20,20,20,19,2827.58006215
40,3,scale-n040-x027,20,20,20,19,2809.8297869000003
40,3,scale-n040-x028,20,20,20,19,2951.8124294500003
40,3,scale-n040-x029,20,20,20,20,2988.34787025
40,3,scale-n040-x030,20,20,20,19,3258.65044795
40,3,scale-n040-x031,20,20,20,20,3056.07535135
40,3,scale-n040-x032,20,20,20,20,3065.77853965
40,3,scale-n040-x033,20,20,20,20,3204.4786352
40,3,scale-n040-x034,20,20,20,20,3122.71468085
40,3,scale-n040-x035,20,20,20,20,3324.97654385
40,3,scale-n040-x036,20,20,20,20,3223.5583768
40,3,scale-n040-x037,20,20,20,20,3410.9048366
40,3,scale-n040-x038,20,20,20,20,3429.992205
40,3,scale-n040-x039,20,20,20,20,3409.1096344
30,3,scale-n030-x000,20,20,20,0,324.2661372
30,3,scale-n030-x001,20,20,20,0,343.90496495
30,3,scale-n030-x002,20,20,20,0,317.67266365
30,3,scale-n030-x003,20,20,20,0,322.1291416
30,3,scale-n030-x004,20,20,20,0,384.3402737
30,3,scale-n030-x005,20,20,20,0,394.3042985
30,3,scale-n030-x006,20,20,20,0,376.2410481
30,3,scale-n030-x007,20,20,20,0,411.6894016
30,3,scale-n030-x008,20,20,20,0,470.277096
30,3,scale-n030-x009,20,20,20,0,475.97622485
30,3,scale-n030-x010,20,20,20,0,517.0992106
30,3,scale-n030-x011,20,20,20,0,560.1010051000001
30,3,scale-n030-x012,20,20,20,0,599.7393647
30,3,scale-n030-x013,20,20,20,0,595.1590498
30,3,scale-n030-x014,20,20,20,0,657.09434525
30,3,scale-n030-x015,20,20,20,0,666.93575835
30,3,scale-n030-x016,20,20,20,0,690.52537965
30,3,scale-n030-x017,20,20,20,0,721.60783945
30,3,scale-n030-x018,20,20,20,0,727.66961295
30,3,scale-n030-x019,20,20,20,0,765.61525295
30,3,scale-n030-x020,20,20,20,0,792.4822151000001
30,3,scale-n030-x021,20,20,20,0,815.52892655
30,3,scale-n030-x022,20,20,20,0,826.43646735
30,3,scale-n030-x023,20,20,20,0,857.02998215
30,3,scale-n030-x024,20,20,20,1,859.9728708
30,3,scale-n030-x025,20,20,20,1,874.8853048999999
30,3,scale-n030-x026,20,20,20,1,881.15315305
30,3,scale-n030-x027,20,20,20,1,885.2510402
30,3,scale-n030-x028,20,20,20,2,888.9053547999999
30,3,scale-n030-x029,20,20,20,2,905.276055
25,3,scale-n025-x000,20,20,20,0,280.56035435
25,3,scale-n025-x001,20,20,20,0,308.774323
25,3,scale-n025-x002,20,20,20,0,319.7416439
25,3,scale-n025-x003,20,20,20,0,329.4332384
25,3,scale-n025-x004,20,20,20,0,349.93996775
25,3,scale-n025-x005,20,20,20,0,349.1606786
25,3,scale-n025-x006,20,20,20,0,373.01614485
25,3,scale-n025-x007,20,20,20,0,412.6228491
25,3,scale-n025-x008,20,20,20,0,436.46437545
25,3,scale-n025-x009,20,20,20,0,425.4726273
25,3,scale-n025-x010,20,20,20,0,466.08688
25,3,scale-n025-x011,20,20,20,0,479.75335525
25,3,scale-n025-x012,20,20,20,0,519.09678975
25,3,scale-n025-x013,20,20,20,0,517.7781990000001
25,3,scale-n025-x014,20,20,20,0,568.0382581
25,3,scale-n025-x015,20,20,20,0,596.14955505
25,3,scale-n025-x016,20,20,20,0,609.82849075
25,3,scale-n025-x017,20,20,20,0,615.68053925
25,3,scale-n025-x018,20,20,20,0,629.5907313499999
25,3,scale-n025-x019,20,20,20,0,650.20535205
25,3,scale-n025-x020,20,20,20,0,660.4272304
25,3,scale-n025-x021,20,20,20,0,669.7183487
25,3,scale-n025-x022,20,20,20,0,681.2273412000001
25,3,scale-n025-x023,20,20,20,0,686.24645725
25,3,scale-n025-x024,20,20,20,0,694.5919949
