timestamp_utc,sample_index,elapsed_s,sample_interval_s,sample_lag_ms,timing_ok,m4_memory_slope_ready,metrics_endpoint_ok,resource_counter_reset,runtime_counter_reset,sample_quality
2026-07-02T05:53:54.983+00:00,1,1.005307,1.005307,5.307,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:53:55.983+00:00,2,2.005967,1.000660,5.967,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:53:56.979+00:00,3,3.003190,0.997223,3.190,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:53:57.982+00:00,4,4.005230,1.002040,5.230,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:53:58.978+00:00,5,5.002012,0.996782,2.012,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:53:59.987+00:00,6,6.006992,1.004980,6.992,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:00.978+00:00,7,7.001908,0.994916,1.908,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:01.981+00:00,8,8.004992,1.003083,4.992,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:02.977+00:00,9,9.002148,0.997156,2.148,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:03.982+00:00,10,10.005163,1.003016,5.163,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:04.986+00:00,11,11.008002,1.002839,8.002,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:05.989+00:00,12,12.012760,1.004759,12.760,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:06.978+00:00,13,13.001985,0.989225,1.985,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:07.978+00:00,14,14.002452,1.000467,2.452,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:08.978+00:00,15,15.001943,0.999491,1.943,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:09.980+00:00,16,16.003667,1.001724,3.667,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:10.980+00:00,17,17.003727,1.000060,3.727,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:11.980+00:00,18,18.003670,0.999943,3.670,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:12.979+00:00,19,19.003809,1.000139,3.809,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:13.985+00:00,20,20.008898,1.005089,8.898,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:14.994+00:00,21,21.014635,1.005736,14.635,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:15.978+00:00,22,22.002740,0.988106,2.740,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:16.979+00:00,23,23.003144,1.000404,3.144,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:17.986+00:00,24,24.009340,1.006196,9.340,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:18.983+00:00,25,25.002337,0.992997,2.337,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:19.977+00:00,26,26.002161,0.999825,2.161,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:20.984+00:00,27,27.007141,1.004979,7.141,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:21.981+00:00,28,28.004129,0.996988,4.129,1,0,1,0,0,memory_slope_warmup
2026-07-02T05:54:22.977+00:00,29,29.002025,0.997896,2.025,1,1,1,0,0,ok
2026-07-02T05:54:23.978+00:00,30,30.002261,1.000236,2.261,1,1,1,0,0,ok
2026-07-02T05:54:24.984+00:00,31,31.005502,1.003241,5.502,1,1,1,0,0,ok
2026-07-02T05:54:25.980+00:00,32,32.003459,0.997957,3.459,1,1,1,0,0,ok
2026-07-02T05:54:26.978+00:00,33,33.002065,0.998606,2.065,1,1,1,0,0,ok
2026-07-02T05:54:28.246+00:00,34,34.001892,0.999827,1.892,1,1,1,0,0,ok
2026-07-02T05:54:28.983+00:00,35,35.005958,1.004066,5.958,1,1,1,0,0,ok
2026-07-02T05:54:29.978+00:00,36,36.002639,0.996681,2.639,1,1,1,0,0,ok
2026-07-02T05:54:30.977+00:00,37,37.001738,0.999100,1.738,1,1,1,0,0,ok
2026-07-02T05:54:31.982+00:00,38,38.004397,1.002659,4.397,1,1,1,0,0,ok
2026-07-02T05:54:32.984+00:00,39,39.006787,1.002390,6.787,1,1,1,0,0,ok
