elapsed_s,utc,m1_cpu_usage_mcpu,m3_memory_working_set_bytes,m4_memory_growth_bytes_per_s,m5_disk_read_bytes,m6_disk_write_bytes
512.989,2026-07-03T17:00:32Z,0,0,0,0,0
514.067,2026-07-03T17:00:33Z,0,0,0,0,0
515.155,2026-07-03T17:00:34Z,0,0,0,0,0
516.281,2026-07-03T17:00:35Z,0,0,0,0,0
517.415,2026-07-03T17:00:36Z,0,0,0,0,0
518.655,2026-07-03T17:00:37Z,0,0,0,0,0
519.741,2026-07-03T17:00:38Z,0,0,0,0,0
520.871,2026-07-03T17:00:40Z,0,0,0,0,0
522.135,2026-07-03T17:00:41Z,0,0,0,0,0
523.250,2026-07-03T17:00:42Z,0,0,0,0,0
524.342,2026-07-03T17:00:43Z,0,0,0,0,0
525.470,2026-07-03T17:00:44Z,0,0,0,0,0
526.570,2026-07-03T17:00:45Z,0,0,0,0,0
527.646,2026-07-03T17:00:46Z,0,0,0,0,0
528.754,2026-07-03T17:00:47Z,0,0,0,0,0
529.876,2026-07-03T17:00:49Z,0,0,0,0,0
530.973,2026-07-03T17:00:50Z,0,0,0,0,0
532.047,2026-07-03T17:00:51Z,0,0,0,0,0
533.116,2026-07-03T17:00:52Z,0,0,0,0,0
534.197,2026-07-03T17:00:53Z,0,0,0,0,0
535.299,2026-07-03T17:00:54Z,0,0,0,0,0
536.369,2026-07-03T17:00:55Z,0,0,0,0,0
537.446,2026-07-03T17:00:56Z,0,0,0,0,0
538.530,2026-07-03T17:00:57Z,0,0,0,0,0
539.611,2026-07-03T17:00:58Z,0,0,0,0,0
540.698,2026-07-03T17:00:59Z,0,0,0,0,0
541.775,2026-07-03T17:01:00Z,0,0,0,0,0
542.877,2026-07-03T17:01:02Z,0,0,0,0,0
543.950,2026-07-03T17:01:03Z,0,0,0,0,0
545.023,2026-07-03T17:01:04Z,0,0,0,0,0
546.134,2026-07-03T17:01:05Z,0,0,0,0,0
547.218,2026-07-03T17:01:06Z,0,0,0,0,0
548.321,2026-07-03T17:01:07Z,0,0,0,0,0
549.397,2026-07-03T17:01:08Z,0,0,0,0,0
550.522,2026-07-03T17:01:09Z,0,0,0,0,0
551.636,2026-07-03T17:01:10Z,0,0,0,0,0
552.731,2026-07-03T17:01:11Z,0,0,0,0,0
553.803,2026-07-03T17:01:13Z,0,0,0,0,0
554.899,2026-07-03T17:01:14Z,0,0,0,0,0
555.978,2026-07-03T17:01:15Z,0,0,0,0,0
557.130,2026-07-03T17:01:16Z,0,0,0,0,0
558.206,2026-07-03T17:01:17Z,0,0,0,0,0
559.301,2026-07-03T17:01:18Z,0,0,0,0,0
560.374,2026-07-03T17:01:19Z,0,0,0,0,0
561.466,2026-07-03T17:01:20Z,0,0,0,0,0
562.605,2026-07-03T17:01:21Z,0,0,0,0,0
563.693,2026-07-03T17:01:22Z,0,0,0,0,0
564.758,2026-07-03T17:01:23Z,0,0,0,0,0
565.824,2026-07-03T17:01:25Z,0,0,0,0,0
566.908,2026-07-03T17:01:26Z,0,0,0,0,0
568.047,2026-07-03T17:01:27Z,0,0,0,0,0
569.113,2026-07-03T17:01:28Z,0,0,0,0,0
570.202,2026-07-03T17:01:29Z,0,0,0,0,0
571.268,2026-07-03T17:01:30Z,0,0,0,0,0
572.371,2026-07-03T17:01:31Z,0,0,0,0,0
573.481,2026-07-03T17:01:32Z,0,0,0,0,0
574.574,2026-07-03T17:01:33Z,0,0,0,0,0
575.662,2026-07-03T17:01:34Z,0,0,0,0,0
576.745,2026-07-03T17:01:35Z,0,0,0,0,0
577.824,2026-07-03T17:01:37Z,0,0,0,0,0
578.908,2026-07-03T17:01:38Z,0,0,0,0,0
580.001,2026-07-03T17:01:39Z,0,0,0,0,0
581.117,2026-07-03T17:01:40Z,0,0,0,0,0
582.190,2026-07-03T17:01:41Z,0,0,0,0,0
583.275,2026-07-03T17:01:42Z,0,0,0,0,0
584.379,2026-07-03T17:01:43Z,0,0,0,0,0
585.445,2026-07-03T17:01:44Z,0,0,0,0,0
586.518,2026-07-03T17:01:45Z,0,0,0,0,0
587.613,2026-07-03T17:01:46Z,0,0,0,0,0
588.726,2026-07-03T17:01:47Z,0,0,0,0,0
589.864,2026-07-03T17:01:49Z,0,0,0,0,0
590.936,2026-07-03T17:01:50Z,0,0,0,0,0
592.029,2026-07-03T17:01:51Z,0,0,0,0,0
593.118,2026-07-03T17:01:52Z,0,0,0,0,0
594.217,2026-07-03T17:01:53Z,0,0,0,0,0
595.304,2026-07-03T17:01:54Z,0,0,0,0,0
596.399,2026-07-03T17:01:55Z,0,0,0,0,0
597.476,2026-07-03T17:01:56Z,0,0,0,0,0
598.550,2026-07-03T17:01:57Z,0,0,0,0,0
599.639,2026-07-03T17:01:58Z,0,0,0,0,0
600.830,2026-07-03T17:02:00Z,0,0,0,0,0
601.918,2026-07-03T17:02:01Z,0,0,0,0,0
603.006,2026-07-03T17:02:02Z,0,0,0,0,0
604.191,2026-07-03T17:02:03Z,0,0,0,0,0
605.269,2026-07-03T17:02:04Z,0,0,0,0,0
606.359,2026-07-03T17:02:05Z,0,0,0,0,0
607.475,2026-07-03T17:02:06Z,0,0,0,0,0
608.628,2026-07-03T17:02:07Z,0,0,0,0,0
609.772,2026-07-03T17:02:09Z,0,0,0,0,0
610.963,2026-07-03T17:02:10Z,0,0,0,0,0
612.161,2026-07-03T17:02:11Z,0,0,0,0,0
613.319,2026-07-03T17:02:12Z,0,0,0,0,0
614.442,2026-07-03T17:02:13Z,0,0,0,0,0
615.523,2026-07-03T17:02:14Z,0,0,0,0,0
616.628,2026-07-03T17:02:15Z,0,0,0,0,0
617.720,2026-07-03T17:02:16Z,0,0,0,0,0
618.816,2026-07-03T17:02:18Z,0,0,0,0,0
620.015,2026-07-03T17:02:19Z,0,0,0,0,0
621.211,2026-07-03T17:02:20Z,0,0,0,0,0
622.316,2026-07-03T17:02:21Z,0,0,0,0,0
623.421,2026-07-03T17:02:22Z,0,0,0,0,0
624.522,2026-07-03T17:02:23Z,0,0,0,0,0
625.603,2026-07-03T17:02:24Z,0,0,0,0,0
626.778,2026-07-03T17:02:25Z,0,0,0,0,0
627.855,2026-07-03T17:02:27Z,0,0,0,0,0
628.952,2026-07-03T17:02:28Z,0,0,0,0,0
630.081,2026-07-03T17:02:29Z,0,0,0,0,0
631.202,2026-07-03T17:02:30Z,0,0,0,0,0
632.405,2026-07-03T17:02:31Z,0,0,0,0,0
633.521,2026-07-03T17:02:32Z,0,0,0,0,0
634.708,2026-07-03T17:02:33Z,0,0,0,0,0
635.820,2026-07-03T17:02:35Z,0,0,0,0,0
636.990,2026-07-03T17:02:36Z,0,0,0,0,0
638.082,2026-07-03T17:02:37Z,0,0,0,0,0
639.178,2026-07-03T17:02:38Z,0,0,0,0,0
640.312,2026-07-03T17:02:39Z,0,0,0,0,0
641.400,2026-07-03T17:02:40Z,0,0,0,0,0
642.468,2026-07-03T17:02:41Z,0,0,0,0,0
643.544,2026-07-03T17:02:42Z,0,0,0,0,0
644.653,2026-07-03T17:02:43Z,0,0,0,0,0
645.748,2026-07-03T17:02:44Z,0,0,0,0,0
646.893,2026-07-03T17:02:46Z,0,0,0,0,0
648.040,2026-07-03T17:02:47Z,0,0,0,0,0
649.158,2026-07-03T17:02:48Z,0,0,0,0,0
650.302,2026-07-03T17:02:49Z,0,0,0,0,0
651.394,2026-07-03T17:02:50Z,0,0,0,0,0
652.709,2026-07-03T17:02:51Z,0,0,0,0,0
653.854,2026-07-03T17:02:53Z,0,0,0,0,0
654.938,2026-07-03T17:02:54Z,0,0,0,0,0
656.129,2026-07-03T17:02:55Z,0,0,0,0,0
657.303,2026-07-03T17:02:56Z,0,0,0,0,0
658.439,2026-07-03T17:02:57Z,0,0,0,0,0
659.618,2026-07-03T17:02:58Z,0,0,0,0,0
660.712,2026-07-03T17:02:59Z,0,0,0,0,0
661.847,2026-07-03T17:03:01Z,0,0,0,0,0
662.956,2026-07-03T17:03:02Z,0,0,0,0,0
664.042,2026-07-03T17:03:03Z,0,0,0,0,0
665.166,2026-07-03T17:03:04Z,0,0,0,0,0
666.267,2026-07-03T17:03:05Z,0,0,0,0,0
667.381,2026-07-03T17:03:06Z,0,0,0,0,0
668.513,2026-07-03T17:03:07Z,0,0,0,0,0
669.643,2026-07-03T17:03:08Z,0,0,0,0,0
670.739,2026-07-03T17:03:09Z,0,0,0,0,0
671.858,2026-07-03T17:03:11Z,0,0,0,0,0
672.962,2026-07-03T17:03:12Z,0,0,0,0,0
674.093,2026-07-03T17:03:13Z,0,0,0,0,0
675.211,2026-07-03T17:03:14Z,0,0,0,0,0
676.314,2026-07-03T17:03:15Z,0,0,0,0,0
677.427,2026-07-03T17:03:16Z,0,0,0,0,0
678.596,2026-07-03T17:03:17Z,0,0,0,0,0
679.719,2026-07-03T17:03:18Z,0,0,0,0,0
680.984,2026-07-03T17:03:20Z,0,0,0,0,0
682.104,2026-07-03T17:03:21Z,0,0,0,0,0
683.252,2026-07-03T17:03:22Z,0,0,0,0,0
684.359,2026-07-03T17:03:23Z,0,0,0,0,0
685.478,2026-07-03T17:03:24Z,0,0,0,0,0
686.603,2026-07-03T17:03:25Z,0,0,0,0,0
687.725,2026-07-03T17:03:26Z,0,0,0,0,0
688.910,2026-07-03T17:03:28Z,0,0,0,0,0
690.150,2026-07-03T17:03:29Z,0,0,0,0,0
691.356,2026-07-03T17:03:30Z,0,0,0,0,0
692.542,2026-07-03T17:03:31Z,0,0,0,0,0
693.677,2026-07-03T17:03:32Z,0,0,0,0,0
694.821,2026-07-03T17:03:34Z,0,0,0,0,0
696.039,2026-07-03T17:03:35Z,0,0,0,0,0
697.253,2026-07-03T17:03:36Z,0,0,0,0,0
698.522,2026-07-03T17:03:37Z,0,0,0,0,0
699.618,2026-07-03T17:03:38Z,0,0,0,0,0
700.713,2026-07-03T17:03:39Z,0,0,0,0,0
701.803,2026-07-03T17:03:41Z,0,0,0,0,0
702.885,2026-07-03T17:03:42Z,0,0,0,0,0
704.002,2026-07-03T17:03:43Z,0,0,0,0,0
705.182,2026-07-03T17:03:44Z,0,0,0,0,0
706.310,2026-07-03T17:03:45Z,0,0,0,0,0
707.501,2026-07-03T17:03:46Z,0,0,0,0,0
708.618,2026-07-03T17:03:47Z,0,0,0,0,0
709.708,2026-07-03T17:03:48Z,0,0,0,0,0
710.842,2026-07-03T17:03:50Z,0,0,0,0,0
712.038,2026-07-03T17:03:51Z,0,0,0,0,0
713.186,2026-07-03T17:03:52Z,0,0,0,0,0
714.278,2026-07-03T17:03:53Z,0,0,0,0,0
715.394,2026-07-03T17:03:54Z,0,0,0,0,0
716.505,2026-07-03T17:03:55Z,0,0,0,0,0
717.659,2026-07-03T17:03:56Z,0,0,0,0,0
718.784,2026-07-03T17:03:58Z,0,0,0,0,0
719.932,2026-07-03T17:03:59Z,0,0,0,0,0
721.118,2026-07-03T17:04:00Z,0,0,0,0,0
722.309,2026-07-03T17:04:01Z,0,0,0,0,0
723.421,2026-07-03T17:04:02Z,0,0,0,0,0
724.559,2026-07-03T17:04:03Z,0,0,0,0,0
725.675,2026-07-03T17:04:04Z,0,0,0,0,0
726.800,2026-07-03T17:04:06Z,0,0,0,0,0
727.915,2026-07-03T17:04:07Z,0,0,0,0,0
729.094,2026-07-03T17:04:08Z,0,0,0,0,0
730.281,2026-07-03T17:04:09Z,0,0,0,0,0
731.415,2026-07-03T17:04:10Z,0,0,0,0,0
732.591,2026-07-03T17:04:11Z,0,0,0,0,0
733.705,2026-07-03T17:04:12Z,0,0,0,0,0
734.860,2026-07-03T17:04:14Z,0,0,0,0,0
735.943,2026-07-03T17:04:15Z,0,0,0,0,0
737.059,2026-07-03T17:04:16Z,0,0,0,0,0
738.188,2026-07-03T17:04:17Z,0,0,0,0,0
739.296,2026-07-03T17:04:18Z,0,0,0,0,0
740.395,2026-07-03T17:04:19Z,0,0,0,0,0
741.495,2026-07-03T17:04:20Z,0,0,0,0,0
742.598,2026-07-03T17:04:21Z,0,0,0,0,0
743.704,2026-07-03T17:04:22Z,0,0,0,0,0
744.807,2026-07-03T17:04:24Z,0,0,0,0,0
745.906,2026-07-03T17:04:25Z,0,0,0,0,0
746.999,2026-07-03T17:04:26Z,0,0,0,0,0
748.139,2026-07-03T17:04:27Z,0,0,0,0,0
749.320,2026-07-03T17:04:28Z,0,0,0,0,0
750.530,2026-07-03T17:04:29Z,0,0,0,0,0
751.722,2026-07-03T17:04:30Z,0,0,0,0,0
752.816,2026-07-03T17:04:32Z,0,0,0,0,0
753.898,2026-07-03T17:04:33Z,0,0,0,0,0
755.007,2026-07-03T17:04:34Z,0,0,0,0,0
756.113,2026-07-03T17:04:35Z,0,0,0,0,0
757.252,2026-07-03T17:04:36Z,0,0,0,0,0
758.361,2026-07-03T17:04:37Z,0,0,0,0,0
759.447,2026-07-03T17:04:38Z,0,0,0,0,0
760.603,2026-07-03T17:04:39Z,0,0,0,0,0
761.731,2026-07-03T17:04:40Z,0,0,0,0,0
762.850,2026-07-03T17:04:42Z,0,0,0,0,0
763.976,2026-07-03T17:04:43Z,0,0,0,0,0
765.103,2026-07-03T17:04:44Z,0,0,0,0,0
766.235,2026-07-03T17:04:45Z,0,0,0,0,0
767.346,2026-07-03T17:04:46Z,0,0,0,0,0
768.441,2026-07-03T17:04:47Z,0,0,0,0,0
769.622,2026-07-03T17:04:48Z,0,0,0,0,0
770.727,2026-07-03T17:04:49Z,0,0,0,0,0
771.869,2026-07-03T17:04:51Z,0,0,0,0,0
772.988,2026-07-03T17:04:52Z,0,0,0,0,0
774.081,2026-07-03T17:04:53Z,0,0,0,0,0
775.171,2026-07-03T17:04:54Z,0,0,0,0,0
776.310,2026-07-03T17:04:55Z,0,0,0,0,0
777.419,2026-07-03T17:04:56Z,0,0,0,0,0
778.545,2026-07-03T17:04:57Z,0,0,0,0,0
779.689,2026-07-03T17:04:58Z,0,0,0,0,0
780.822,2026-07-03T17:05:00Z,0,0,0,0,0
781.918,2026-07-03T17:05:01Z,0,0,0,0,0
783.062,2026-07-03T17:05:02Z,0,0,0,0,0
784.213,2026-07-03T17:05:03Z,0,0,0,0,0
785.294,2026-07-03T17:05:04Z,0,0,0,0,0
786.385,2026-07-03T17:05:05Z,0,0,0,0,0
787.466,2026-07-03T17:05:06Z,0,0,0,0,0
788.571,2026-07-03T17:05:07Z,0,0,0,0,0
789.725,2026-07-03T17:05:08Z,0,0,0,0,0
790.796,2026-07-03T17:05:10Z,0,0,0,0,0
791.893,2026-07-03T17:05:11Z,0,0,0,0,0
792.994,2026-07-03T17:05:12Z,0,0,0,0,0
794.083,2026-07-03T17:05:13Z,0,0,0,0,0
795.283,2026-07-03T17:05:14Z,0,0,0,0,0
796.406,2026-07-03T17:05:15Z,0,0,0,0,0
797.479,2026-07-03T17:05:16Z,0,0,0,0,0
798.549,2026-07-03T17:05:17Z,0,0,0,0,0
799.652,2026-07-03T17:05:18Z,0,0,0,0,0
800.743,2026-07-03T17:05:19Z,0,0,0,0,0
801.818,2026-07-03T17:05:21Z,0,0,0,0,0
802.984,2026-07-03T17:05:22Z,0,0,0,0,0
804.121,2026-07-03T17:05:23Z,0,0,0,0,0
805.290,2026-07-03T17:05:24Z,0,0,0,0,0
806.391,2026-07-03T17:05:25Z,0,0,0,0,0
807.474,2026-07-03T17:05:26Z,0,0,0,0,0
808.577,2026-07-03T17:05:27Z,0,0,0,0,0
809.695,2026-07-03T17:05:28Z,0,0,0,0,0
810.796,2026-07-03T17:05:30Z,0,0,0,0,0
811.879,2026-07-03T17:05:31Z,0,0,0,0,0
813.055,2026-07-03T17:05:32Z,0,0,0,0,0
814.196,2026-07-03T17:05:33Z,0,0,0,0,0
815.300,2026-07-03T17:05:34Z,0,0,0,0,0
816.404,2026-07-03T17:05:35Z,0,0,0,0,0
817.482,2026-07-03T17:05:36Z,0,0,0,0,0
818.580,2026-07-03T17:05:37Z,0,0,0,0,0
819.664,2026-07-03T17:05:38Z,0,0,0,0,0
820.779,2026-07-03T17:05:39Z,0,0,0,0,0
821.928,2026-07-03T17:05:41Z,0,0,0,0,0
823.029,2026-07-03T17:05:42Z,0,0,0,0,0
824.484,2026-07-03T17:05:43Z,0,0,0,0,0
825.636,2026-07-03T17:05:44Z,0,0,0,0,0
826.726,2026-07-03T17:05:45Z,0,0,0,0,0
827.843,2026-07-03T17:05:47Z,0,0,0,0,0
829.028,2026-07-03T17:05:48Z,0,0,0,0,0
830.154,2026-07-03T17:05:49Z,0,0,0,0,0
831.239,2026-07-03T17:05:50Z,0,0,0,0,0
832.357,2026-07-03T17:05:51Z,0,0,0,0,0
833.455,2026-07-03T17:05:52Z,0,0,0,0,0
834.610,2026-07-03T17:05:53Z,0,0,0,0,0
835.708,2026-07-03T17:05:54Z,0,0,0,0,0
836.797,2026-07-03T17:05:56Z,0,0,0,0,0
837.926,2026-07-03T17:05:57Z,0,0,0,0,0
839.086,2026-07-03T17:05:58Z,0,0,0,0,0
840.222,2026-07-03T17:05:59Z,0,0,0,0,0
841.327,2026-07-03T17:06:00Z,0,0,0,0,0
842.478,2026-07-03T17:06:01Z,0,0,0,0,0
843.598,2026-07-03T17:06:02Z,0,0,0,0,0
844.688,2026-07-03T17:06:03Z,0,0,0,0,0
845.773,2026-07-03T17:06:04Z,0,0,0,0,0
846.882,2026-07-03T17:06:06Z,0,0,0,0,0
847.977,2026-07-03T17:06:07Z,0,0,0,0,0
849.093,2026-07-03T17:06:08Z,0,0,0,0,0
850.188,2026-07-03T17:06:09Z,0,0,0,0,0
851.285,2026-07-03T17:06:10Z,0,0,0,0,0
852.376,2026-07-03T17:06:11Z,0,0,0,0,0
853.490,2026-07-03T17:06:12Z,0,0,0,0,0
854.720,2026-07-03T17:06:13Z,0,0,0,0,0
855.887,2026-07-03T17:06:15Z,0,0,0,0,0
856.964,2026-07-03T17:06:16Z,0,0,0,0,0
858.078,2026-07-03T17:06:17Z,0,0,0,0,0
859.184,2026-07-03T17:06:18Z,0,0,0,0,0
860.288,2026-07-03T17:06:19Z,0,0,0,0,0
861.386,2026-07-03T17:06:20Z,0,0,0,0,0
862.479,2026-07-03T17:06:21Z,0,0,0,0,0
863.590,2026-07-03T17:06:22Z,0,0,0,0,0
864.707,2026-07-03T17:06:23Z,0,0,0,0,0
865.782,2026-07-03T17:06:24Z,0,0,0,0,0
866.901,2026-07-03T17:06:26Z,0,0,0,0,0
868.048,2026-07-03T17:06:27Z,0,0,0,0,0
869.178,2026-07-03T17:06:28Z,0,0,0,0,0
870.370,2026-07-03T17:06:29Z,0,0,0,0,0
871.459,2026-07-03T17:06:30Z,0,0,0,0,0
872.630,2026-07-03T17:06:31Z,0,0,0,0,0
873.725,2026-07-03T17:06:32Z,0,0,0,0,0
874.847,2026-07-03T17:06:34Z,0,0,0,0,0
875.969,2026-07-03T17:06:35Z,0,0,0,0,0
877.127,2026-07-03T17:06:36Z,0,0,0,0,0
878.218,2026-07-03T17:06:37Z,0,0,0,0,0
879.319,2026-07-03T17:06:38Z,0,0,0,0,0
880.491,2026-07-03T17:06:39Z,0,0,0,0,0
881.577,2026-07-03T17:06:40Z,0,0,0,0,0
882.653,2026-07-03T17:06:41Z,0,0,0,0,0
883.785,2026-07-03T17:06:42Z,0,0,0,0,0
884.888,2026-07-03T17:06:44Z,0,0,0,0,0
885.960,2026-07-03T17:06:45Z,0,0,0,0,0
887.094,2026-07-03T17:06:46Z,0,0,0,0,0
888.187,2026-07-03T17:06:47Z,0,0,0,0,0
889.300,2026-07-03T17:06:48Z,0,0,0,0,0
890.383,2026-07-03T17:06:49Z,0,0,0,0,0
891.461,2026-07-03T17:06:50Z,0,0,0,0,0
892.603,2026-07-03T17:06:51Z,0,0,0,0,0
893.724,2026-07-03T17:06:52Z,0,0,0,0,0
894.805,2026-07-03T17:06:54Z,0,0,0,0,0
895.893,2026-07-03T17:06:55Z,0,0,0,0,0
897.030,2026-07-03T17:06:56Z,0,0,0,0,0
898.115,2026-07-03T17:06:57Z,0,0,0,0,0
899.204,2026-07-03T17:06:58Z,0,0,0,0,0
900.413,2026-07-03T17:06:59Z,0,0,0,0,0
901.495,2026-07-03T17:07:00Z,0,0,0,0,0
902.582,2026-07-03T17:07:01Z,0,0,0,0,0
903.667,2026-07-03T17:07:02Z,0,0,0,0,0
904.748,2026-07-03T17:07:03Z,0,0,0,0,0
905.904,2026-07-03T17:07:05Z,0,0,0,0,0
907.016,2026-07-03T17:07:06Z,0,0,0,0,0
908.115,2026-07-03T17:07:07Z,0,0,0,0,0
909.246,2026-07-03T17:07:08Z,0,0,0,0,0
910.404,2026-07-03T17:07:09Z,0,0,0,0,0
911.498,2026-07-03T17:07:10Z,0,0,0,0,0
912.610,2026-07-03T17:07:11Z,0,0,0,0,0
913.798,2026-07-03T17:07:13Z,0,0,0,0,0
914.890,2026-07-03T17:07:14Z,0,0,0,0,0
915.975,2026-07-03T17:07:15Z,0,0,0,0,0
917.082,2026-07-03T17:07:16Z,0,0,0,0,0
918.175,2026-07-03T17:07:17Z,0,0,0,0,0
919.302,2026-07-03T17:07:18Z,0,0,0,0,0
920.409,2026-07-03T17:07:19Z,0,0,0,0,0
921.488,2026-07-03T17:07:20Z,0,0,0,0,0
922.595,2026-07-03T17:07:21Z,0,0,0,0,0
923.693,2026-07-03T17:07:22Z,0,0,0,0,0
924.791,2026-07-03T17:07:24Z,0,0,0,0,0
925.902,2026-07-03T17:07:25Z,0,0,0,0,0
926.989,2026-07-03T17:07:26Z,0,0,0,0,0
928.110,2026-07-03T17:07:27Z,0,0,0,0,0
929.188,2026-07-03T17:07:28Z,0,0,0,0,0
930.281,2026-07-03T17:07:29Z,0,0,0,0,0
931.418,2026-07-03T17:07:30Z,0,0,0,0,0
932.550,2026-07-03T17:07:31Z,0,0,0,0,0
933.687,2026-07-03T17:07:32Z,0,0,0,0,0
934.779,2026-07-03T17:07:33Z,0,0,0,0,0
935.905,2026-07-03T17:07:35Z,0,0,0,0,0
937.112,2026-07-03T17:07:36Z,0,0,0,0,0
938.188,2026-07-03T17:07:37Z,0,0,0,0,0
939.298,2026-07-03T17:07:38Z,0,0,0,0,0
940.385,2026-07-03T17:07:39Z,0,0,0,0,0
941.463,2026-07-03T17:07:40Z,0,0,0,0,0
942.579,2026-07-03T17:07:41Z,0,0,0,0,0
943.679,2026-07-03T17:07:42Z,0,0,0,0,0
944.782,2026-07-03T17:07:43Z,0,0,0,0,0
945.911,2026-07-03T17:07:45Z,0,0,0,0,0
947.011,2026-07-03T17:07:46Z,0,0,0,0,0
948.147,2026-07-03T17:07:47Z,0,0,0,0,0
949.274,2026-07-03T17:07:48Z,0,0,0,0,0
950.363,2026-07-03T17:07:49Z,0,0,0,0,0
951.468,2026-07-03T17:07:50Z,0,0,0,0,0
952.572,2026-07-03T17:07:51Z,0,0,0,0,0
953.675,2026-07-03T17:07:52Z,0,0,0,0,0
954.754,2026-07-03T17:07:53Z,0,0,0,0,0
955.885,2026-07-03T17:07:55Z,0,0,0,0,0
956.977,2026-07-03T17:07:56Z,0,0,0,0,0
958.107,2026-07-03T17:07:57Z,0,0,0,0,0
959.233,2026-07-03T17:07:58Z,0,0,0,0,0
960.384,2026-07-03T17:07:59Z,0,0,0,0,0
961.486,2026-07-03T17:08:00Z,0,0,0,0,0
962.569,2026-07-03T17:08:01Z,0,0,0,0,0
963.686,2026-07-03T17:08:02Z,0,0,0,0,0
964.799,2026-07-03T17:08:04Z,0,0,0,0,0
965.887,2026-07-03T17:08:05Z,0,0,0,0,0
966.980,2026-07-03T17:08:06Z,0,0,0,0,0
968.057,2026-07-03T17:08:07Z,0,0,0,0,0
969.196,2026-07-03T17:08:08Z,0,0,0,0,0
970.285,2026-07-03T17:08:09Z,0,0,0,0,0
971.375,2026-07-03T17:08:10Z,0,0,0,0,0
972.520,2026-07-03T17:08:11Z,0,0,0,0,0
973.593,2026-07-03T17:08:12Z,0,0,0,0,0
974.669,2026-07-03T17:08:13Z,0,0,0,0,0
975.794,2026-07-03T17:08:14Z,0,0,0,0,0
976.870,2026-07-03T17:08:16Z,0,0,0,0,0
977.979,2026-07-03T17:08:17Z,0,0,0,0,0
979.104,2026-07-03T17:08:18Z,0,0,0,0,0
980.210,2026-07-03T17:08:19Z,0,0,0,0,0
981.297,2026-07-03T17:08:20Z,0,0,0,0,0
982.386,2026-07-03T17:08:21Z,0,0,0,0,0
983.535,2026-07-03T17:08:22Z,0,0,0,0,0
984.669,2026-07-03T17:08:23Z,0,0,0,0,0
985.764,2026-07-03T17:08:24Z,0,0,0,0,0
986.865,2026-07-03T17:08:26Z,0,0,0,0,0
987.956,2026-07-03T17:08:27Z,0,0,0,0,0
989.059,2026-07-03T17:08:28Z,0,0,0,0,0
990.208,2026-07-03T17:08:29Z,0,0,0,0,0
991.377,2026-07-03T17:08:30Z,0,0,0,0,0
992.498,2026-07-03T17:08:31Z,0,0,0,0,0
993.594,2026-07-03T17:08:32Z,0,0,0,0,0
994.732,2026-07-03T17:08:33Z,0,0,0,0,0
995.843,2026-07-03T17:08:35Z,0,0,0,0,0
996.918,2026-07-03T17:08:36Z,0,0,0,0,0
998.055,2026-07-03T17:08:37Z,0,0,0,0,0
999.132,2026-07-03T17:08:38Z,0,0,0,0,0
1000.283,2026-07-03T17:08:39Z,0,0,0,0,0
1001.378,2026-07-03T17:08:40Z,0,0,0,0,0
1002.500,2026-07-03T17:08:41Z,0,0,0,0,0
1003.637,2026-07-03T17:08:42Z,0,0,0,0,0
1004.753,2026-07-03T17:08:43Z,0,0,0,0,0
1005.887,2026-07-03T17:08:45Z,0,0,0,0,0
1007.012,2026-07-03T17:08:46Z,0,0,0,0,0
1008.097,2026-07-03T17:08:47Z,0,0,0,0,0
1009.201,2026-07-03T17:08:48Z,0,0,0,0,0
1010.308,2026-07-03T17:08:49Z,0,0,0,0,0
1011.429,2026-07-03T17:08:50Z,0,0,0,0,0
1012.597,2026-07-03T17:08:51Z,0,0,0,0,0
1013.672,2026-07-03T17:08:52Z,0,0,0,0,0
1014.766,2026-07-03T17:08:53Z,0,0,0,0,0
1015.872,2026-07-03T17:08:55Z,0,0,0,0,0
1016.962,2026-07-03T17:08:56Z,0,0,0,0,0
1018.040,2026-07-03T17:08:57Z,0,0,0,0,0
1019.134,2026-07-03T17:08:58Z,0,0,0,0,0
1020.221,2026-07-03T17:08:59Z,0,0,0,0,0
1021.300,2026-07-03T17:09:00Z,0,0,0,0,0
1022.375,2026-07-03T17:09:01Z,0,0,0,0,0
1023.532,2026-07-03T17:09:02Z,0,0,0,0,0
1024.683,2026-07-03T17:09:03Z,0,0,0,0,0
1025.798,2026-07-03T17:09:05Z,0,0,0,0,0
1026.899,2026-07-03T17:09:06Z,0,0,0,0,0
1027.976,2026-07-03T17:09:07Z,0,0,0,0,0
1029.077,2026-07-03T17:09:08Z,0,0,0,0,0
1030.244,2026-07-03T17:09:09Z,0,0,0,0,0
1031.390,2026-07-03T17:09:10Z,0,0,0,0,0
1032.608,2026-07-03T17:09:11Z,0,0,0,0,0
1033.695,2026-07-03T17:09:12Z,0,0,0,0,0
1034.774,2026-07-03T17:09:13Z,0,0,0,0,0
1035.916,2026-07-03T17:09:15Z,0,0,0,0,0
1037.104,2026-07-03T17:09:16Z,0,0,0,0,0
1038.287,2026-07-03T17:09:17Z,0,0,0,0,0
1039.392,2026-07-03T17:09:18Z,0,0,0,0,0
1040.486,2026-07-03T17:09:19Z,0,0,0,0,0
1041.576,2026-07-03T17:09:20Z,0,0,0,0,0
1042.722,2026-07-03T17:09:21Z,0,0,0,0,0
1043.872,2026-07-03T17:09:23Z,0,0,0,0,0
1044.956,2026-07-03T17:09:24Z,0,0,0,0,0
1046.032,2026-07-03T17:09:25Z,0,0,0,0,0
