timestamp_utc,elapsed_s,active,body
2026-06-30T09:59:50.492Z,1.240,0,"{""active"":false}"
2026-06-30T09:59:52.163Z,2.913,0,"{""active"":false}"
2026-06-30T09:59:53.759Z,4.504,0,"{""active"":false}"
2026-06-30T09:59:55.266Z,6.012,0,"{""active"":false}"
2026-06-30T09:59:56.768Z,7.512,0,"{""active"":false}"
2026-06-30T09:59:58.442Z,9.189,0,"{""active"":false}"
2026-06-30T10:00:00.066Z,10.812,0,"{""active"":false}"
2026-06-30T10:00:01.438Z,12.188,0,"{""active"":false}"
2026-06-30T10:00:03.074Z,13.823,0,"{""active"":false}"
2026-06-30T10:00:04.618Z,15.368,0,"{""active"":false}"
2026-06-30T10:00:06.156Z,16.901,0,"{""active"":false}"
2026-06-30T10:00:07.663Z,18.411,0,"{""active"":false}"
2026-06-30T10:00:09.062Z,19.811,0,"{""active"":false}"
2026-06-30T10:00:10.559Z,21.306,0,"{""active"":false}"
2026-06-30T10:00:11.971Z,22.717,0,"{""active"":false}"
2026-06-30T10:00:13.566Z,24.311,0,"{""active"":false}"
2026-06-30T10:00:15.055Z,25.802,0,"{""active"":false}"
2026-06-30T10:00:16.670Z,27.420,0,"{""active"":false}"
2026-06-30T10:00:18.140Z,28.887,0,"{""active"":false}"
2026-06-30T10:00:19.670Z,30.416,0,"{""active"":false}"
2026-06-30T10:00:21.066Z,31.812,0,"{""active"":false}"
2026-06-30T10:00:22.763Z,33.512,0,"{""active"":false}"
2026-06-30T10:00:24.329Z,35.075,0,"{""active"":false}"
2026-06-30T10:00:25.749Z,36.499,0,"{""active"":false}"
2026-06-30T10:00:27.327Z,38.072,0,"{""active"":false}"
2026-06-30T10:00:29.863Z,40.609,0,"{""active"":false}"
2026-06-30T10:00:31.461Z,42.207,0,"{""active"":false}"
2026-06-30T10:00:33.059Z,43.805,0,"{""active"":false}"
2026-06-30T10:00:34.535Z,45.281,0,"{""active"":false}"
2026-06-30T10:00:36.141Z,46.887,0,"{""active"":false}"
2026-06-30T10:00:37.540Z,48.290,0,"{""active"":false}"
2026-06-30T10:00:39.097Z,49.843,0,"{""active"":false}"
2026-06-30T10:00:40.640Z,51.387,0,"{""active"":false}"
2026-06-30T10:00:41.973Z,52.721,0,"{""active"":false}"
2026-06-30T10:00:43.354Z,54.105,0,"{""active"":false}"
2026-06-30T10:00:44.669Z,55.418,0,"{""active"":false}"
2026-06-30T10:00:46.308Z,57.058,0,"{""active"":false}"
2026-06-30T10:00:47.757Z,58.506,0,"{""active"":false}"
2026-06-30T10:00:49.152Z,59.897,0,"{""active"":false}"
2026-06-30T10:00:50.575Z,61.321,0,"{""active"":false}"
2026-06-30T10:00:52.268Z,63.013,0,"{""active"":false}"
2026-06-30T10:00:53.745Z,64.491,0,"{""active"":false}"
2026-06-30T10:00:55.155Z,65.902,0,"{""active"":false}"
2026-06-30T10:00:56.632Z,67.382,0,"{""active"":false}"
2026-06-30T10:00:58.158Z,68.908,0,"{""active"":false}"
2026-06-30T10:00:59.652Z,70.402,0,"{""active"":false}"
2026-06-30T10:01:01.164Z,71.910,0,"{""active"":false}"
2026-06-30T10:01:02.647Z,73.396,0,"{""active"":false}"
2026-06-30T10:01:04.265Z,75.005,0,"{""active"":false}"
2026-06-30T10:01:05.874Z,76.624,0,"{""active"":false}"
2026-06-30T10:01:07.375Z,78.124,0,"{""active"":false}"
2026-06-30T10:01:08.958Z,79.704,0,"{""active"":false}"
2026-06-30T10:01:10.400Z,81.150,0,"{""active"":false}"
2026-06-30T10:01:12.076Z,82.814,0,"{""active"":false}"
2026-06-30T10:01:13.673Z,84.421,0,"{""active"":false}"
2026-06-30T10:01:15.227Z,85.976,0,"{""active"":false}"
2026-06-30T10:01:16.556Z,87.302,0,"{""active"":false}"
2026-06-30T10:01:18.081Z,88.831,0,"{""active"":false}"
2026-06-30T10:01:19.566Z,90.316,0,"{""active"":false}"
2026-06-30T10:01:21.064Z,91.804,0,"{""active"":false}"
2026-06-30T10:01:22.555Z,93.305,0,"{""active"":false}"
2026-06-30T10:01:24.060Z,94.810,0,"{""active"":false}"
2026-06-30T10:01:25.560Z,96.310,0,"{""active"":false}"
2026-06-30T10:01:27.014Z,97.763,0,"{""active"":false}"
2026-06-30T10:01:28.567Z,99.314,0,"{""active"":false}"
2026-06-30T10:01:30.064Z,100.809,0,"{""active"":false}"
2026-06-30T10:01:31.557Z,102.307,0,"{""active"":false}"
2026-06-30T10:01:33.043Z,103.791,0,"{""active"":false}"
2026-06-30T10:01:34.625Z,105.374,0,"{""active"":false}"
2026-06-30T10:01:36.177Z,106.928,0,"{""active"":false}"
2026-06-30T10:01:37.644Z,108.394,0,"{""active"":false}"
2026-06-30T10:01:38.955Z,109.705,0,"{""active"":false}"
2026-06-30T10:01:40.448Z,111.195,0,"{""active"":false}"
2026-06-30T10:01:41.940Z,112.690,0,"{""active"":false}"
2026-06-30T10:01:43.351Z,114.098,0,"{""active"":false}"
2026-06-30T10:01:44.885Z,115.629,0,"{""active"":false}"
2026-06-30T10:01:46.257Z,117.006,0,"{""active"":false}"
