"dataset_id","window_seconds","half_life_seconds","lambda_value","score_available_after_seconds","warning_quantile","upper_quantile","warning_limit","upper_limit","warning_false_positive_rate","upper_false_positive_rate","warning_true_negative_rate","upper_true_negative_rate","warning_fp_ci_lower","warning_fp_ci_upper","upper_fp_ci_lower","upper_fp_ci_upper","warning_episode_count","upper_episode_count","threshold_source"
"N3","5","3","0.206299","24","0.975","0.995","311.9748221181776","324.00635209317034","0.02517162471395881","0.005148741418764302","0.9748283752860412","0.9948512585812357","0.0","0.028604118993135013","0.0","0.005720823798627002","3","3","N3_empirical_quantile_locked_protocol"
