,M1_log1p,M4_identity,M5_log1p,M6_log1p
M1_log1p,6.369916189397508,-0.16377665181363224,0.0006045738691758058,-0.3287307962551707
M4_identity,-0.16377665181363218,3.4996533179568803,0.01917683192506039,-0.11912617529552574
M5_log1p,0.0006045738691758056,0.01917683192506039,0.057756000429798615,-0.09191629673443963
M6_log1p,-0.32873079625517065,-0.11912617529552574,-0.09191629673443961,0.17090033956723713
